Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2016,MUSASHI SEIMITSU INDUSTRY CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-5.76%,-70.64%,-81132870,-77739423,-17952,-1034480,-242291,-3251,-1196,-2094700,424,2.00%
2016,DOOSAN HEAVY INDUSTRIES CONSTRUCTION CO LTD,South Korea,Manufacture of machinery and equipment n.e.c. (29),-0.63%,-14.96%,-72187557,-73852579,-22997,-948088,-223990,-3385,-82830,2940029,6283,13.00%
2016,HANON SYSTEMS,South Korea,Manufacture of machinery and equipment n.e.c. (29),-1.51%,-20.34%,-71358715,-69270781,-18321,-908317,-213227,-3009,-34006,-913632,2580,6.00%
2016,CIR COMPAGNIE INDUSTRIALI RIUNITE SPA,Italy,Manufacture of machinery and equipment n.e.c. (29),-2.49%,-49.59%,-68761841,-58601237,-13746,-760588,-177930,-2449,-245513,-8961069,692,1.00%
2016,LEONI AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-1.46%,-45.41%,-68454416,-65829076,-15595,-858912,-200866,-2768,-485087,-1063266,1153,2.00%
2016,NGK SPARK PLUG CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.94%,-11.27%,-63811323,-61994346,-14582,-825838,-193056,-2617,-2789,-779083,988,2.00%
2016,SOGEFI SPA,Italy,Manufacture of machinery and equipment n.e.c. (29),-2.90%,-42.45%,-48193001,-43638941,-10187,-569098,-133190,-1822,-147466,-3692712,415,1.00%
2016,MANDO CORP,South Korea,Manufacture of machinery and equipment n.e.c. (29),-0.93%,-18.03%,-45495731,-31347289,-9719,-403578,-94900,-1434,-34976,-13606487,2653,18.00%
2016,SEBANG GLOBAL BATTERY CO LTD,South Korea,Manufacture of machinery and equipment n.e.c. (29),-4.85%,-62.59%,-38639892,-35648462,-8570,-471932,-110689,-1505,-5722,-2393446,434,4.00%
2016,ELRINGKLINGER AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-1.92%,-25.61%,-31557969,-30630678,-7195,-401546,-93964,-1285,-170490,-253217,405,1.00%
2016,GENTEX CORPORATION,United States,Manufacture of machinery and equipment n.e.c. (29),-1.74%,-5.72%,-29267462,-26921409,-6611,-358997,-83748,-1167,-14021,-1882782,1273,4.00%
2016,NISSIN ELECTRIC CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.98%,-18.15%,-19331856,-17783486,-4187,-236910,-55377,-751,-827,-1250611,293,4.00%
2016,KIAN SHEN CORPORATION,Taiwan,Manufacture of machinery and equipment n.e.c. (29),-28.79%,-2107.19%,-10620180,-10389876,-2386,-138128,-32375,-433,-69,-56930,18,0.00%
2016,MELROSE INDUSTRIES PLC,United Kingdom,Manufacture of machinery and equipment n.e.c. (29),-0.65%,-12.62%,-7145573,-5700033,-1710,-67245,-15510,-261,-108575,-1253079,840,12.00%
2016,"HOTA INDUSTRIAL MFG CO.,LTD.",Taiwan,Manufacture of machinery and equipment n.e.c. (29),-3.23%,-13.14%,-5771452,-5646505,-1339,-74837,-17504,-238,-336,-30779,86,1.00%
2016,AD PLASTIK DD,Croatia,Manufacture of machinery and equipment n.e.c. (29),-3.28%,-55.39%,-4175914,-4041815,-906,-49929,-11634,-161,-26104,-45280,-87,9.00%
2016,NORDEX SE,Germany,Manufacture of machinery and equipment n.e.c. (29),-0.11%,-2.25%,-3802843,-3378509,-1187,-32221,-7168,-162,-371647,-12832,883,10.00%
2016,NOVARTIS AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.20%,-6.53%,-593134528,-471159362,-108944,-6224385,-1454238,-19717,-884292,-113288243,4654,1.00%
2016,ELI LILLY AND COMPANY,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.34%,-12.85%,-497356438,-449407251,-111396,-5939263,-1381221,-19601,-62170,-40461437,25901,4.00%
2016,"MERCK & CO.,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.22%,-4.64%,-485823537,-435075982,-100473,-5617304,-1312397,-18008,-116614,-43582177,-582,5.00%
2016,GLAXOSMITHKLINE PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.40%,-5.58%,-483277807,-464116684,-119647,-6118238,-1430763,-20631,-781980,-10726097,36233,6.00%
2016,JOHNSON & JOHNSON,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.61%,-2.09%,-438461309,-402094127,-87088,-5092221,-1157521,-15817,-210604,-29787668,-16263,13.00%
2016,ABBOTT LABORATORIES,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.70%,-11.04%,-355171438,-319191873,-73971,-4178170,-969341,-13291,-61089,-30686053,2349,4.00%
2016,JUBILANT LIFE SCIENCES LIMITED,India,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-36.29%,-223.85%,-310074982,-273834613,-67370,-3600258,-844781,-11659,-182506,-31539818,6023,1.00%
2016,SHANGHAI FOSUN PHARMACEUTICAL (GROUP) COMPANY LIMITED,China,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-13.24%,-117.87%,-276591289,-212460482,-56084,-2819731,-662054,-9432,-16688,-60580873,14053,0.00%
2016,ROCHE HOLDING AKTIENGESELLSCHAFT,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.51%,-1.73%,-252742985,-226043096,-52722,-2953474,-691002,-9493,-901384,-22095389,3577,3.00%
2016,MYLAN NV,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.25%,-12.76%,-249109312,-235557460,-58369,-3113156,-724013,-10272,-32450,-9627111,13519,4.00%
2016,OTSUKA HOLDINGS COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.40%,-35.03%,-246358056,-240926748,-57642,-3207201,-750816,-10244,-3993,-1406890,5479,3.00%
2016,MERCK KGAA,Germany,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.42%,-10.32%,-224426642,-216288059,-51367,-2876135,-671660,-9191,-10169,-4525401,5340,1.00%
2016,ASTRAZENECA PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.79%,-4.66%,-182010110,-175598703,-46835,-2309297,-539237,-7959,-388083,-3137978,17982,8.00%
2016,HOYA CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.01%,-13.30%,-130642550,-126212928,-29940,-1679840,-393367,-5344,-1689,-2321759,2318,1.00%
2016,KYOWA HAKKO KIRIN COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-4.00%,-43.35%,-117574083,-112891065,-25820,-1512723,-350123,-4703,-1146,-2789294,791,0.00%
2016,BRISTOL-MYERS SQUIBB COMPANY,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.59%,-2.47%,-114872711,-104037781,-31685,-1349155,-306032,-5151,-56911,-9109706,23710,12.00%
2016,TAKEDA PHARMACEUTICAL COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.73%,-10.09%,-113767496,-108498282,-25626,-1448174,-337525,-4603,-6037,-3449840,2591,0.00%
2016,GIANTPLUS TECHNOLOGY CO LTD,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-25.72%,-514.29%,-92819404,-86084467,-19749,-1141372,-267490,-3586,-2458,-5300410,129,1.00%
2016,TERUMO CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.90%,-12.19%,-85371084,-79891151,-18401,-1064311,-248803,-3342,-1754,-4143873,551,0.00%
2016,CATALENT INC,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-4.39%,-35.33%,-81083142,-69723850,-16696,-924020,-215657,-2980,-5414,-10196781,2256,10.00%
2016,DAIICHI SANKYO COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.93%,-7.05%,-78788072,-75323592,-17639,-1005365,-234488,-3185,-3295,-2202016,1506,1.00%
2016,ASTELLAS PHARMA INCORPORATED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.63%,-3.27%,-74608056,-69238850,-16122,-921608,-215558,-2915,-4585,-4209404,987,0.00%
2016,BECTON DICKINSON AND CO,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.59%,-3.45%,-73181174,-57747434,-18592,-733747,-170361,-2959,-36569,-14486747,15235,13.00%
2016,DR.REDDY'S LABORATORIES LTD,India,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.03%,-16.19%,-68968203,-59832379,-45395,-759777,-178892,-5431,-486617,-7734962,75249,18.00%
2016,QUEST DIAGNOSTICS INCORPORATED,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.84%,-5.15%,-63038919,-61397087,-17094,-803210,-184336,-2873,-22015,-621476,9172,9.00%
2016,AVANOS MEDICAL INC,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.03%,-45.67%,-48275976,-39107803,-9590,-517292,-120436,-1695,-4665,-8516439,1943,3.00%
2016,"WEST PHARMACEUTICAL SERVICES,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.18%,-21.61%,-48015097,-43890002,-10650,-581041,-135425,-1890,-4421,-3393508,1842,3.00%
2016,SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LTD,China,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-4.70%,-26.22%,-45531172,-32847086,-7767,-435175,-101951,-1385,-7743,-12130504,440,1.00%
2016,CITIZEN WATCH CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.39%,-15.88%,-41390911,-39233825,-8991,-522433,-122067,-1634,-1163,-1500898,100,0.00%
2016,EISAI COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.84%,-11.69%,-39273003,-37436824,-8844,-499588,-116474,-1587,-1830,-1208710,855,1.00%
2016,MITSUBISHI TANABE PHARMA CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.95%,-4.33%,-35236196,-35278066,-8543,-468430,-109462,-1494,-1442,630654,588,1.00%
2016,OLYMPUS CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.48%,-3.73%,-33398226,-32669154,-7997,-438196,-101728,-1423,-2687,-178868,1826,1.00%
2016,CHUGAI PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.73%,-4.70%,-30971125,-29784776,-7178,-398587,-92829,-1284,-1643,-686090,1262,1.00%
2016,KEYSIGHT TECHNOLOGIES INC,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.06%,-7.32%,-30961583,-23446775,-6548,-306650,-70350,-1099,-8548,-7125174,3561,7.00%
2016,YOKOGAWA ELECTRIC CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.80%,-8.40%,-28550368,-27741136,-6348,-369775,-86193,-1155,-1382,-344481,102,1.00%
2016,OKI ELECTRIC INDUSTRY COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.63%,-16.52%,-26340080,-25360760,-6503,-340867,-79289,-1137,-1638,-552134,2247,7.00%
2016,RECORDATI SPA,Italy,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.16%,-7.34%,-26334388,-11726352,-2700,-155979,-36523,-490,-259,-14412146,61,0.00%
2016,SMITH & NEPHEW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.56%,-2.87%,-26185046,-25139396,-7110,-328870,-76736,-1179,-78774,-556632,3650,10.00%
2016,TSUMURA & CO,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.53%,-14.37%,-24420193,-23612933,-5851,-316093,-73942,-1036,-376,-411402,1441,0.00%
2016,SHIONOGI & CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.88%,-3.00%,-23482063,-21992566,-5236,-295704,-68264,-941,-1035,-1119158,842,5.00%
2016,SUMITOMO DAINIPPON PHARMA CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.65%,-7.13%,-22563275,-22004173,-5327,-294634,-68570,-951,-1347,-189288,1015,1.00%
2016,CONSORT MEDICAL PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-5.61%,-63.30%,-19192673,-18410825,-4344,-244318,-57244,-779,-7764,-467758,360,0.00%
2016,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LTD,Hong Kong,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.68%,-9.02%,-18447729,-13327938,-3337,-175355,-41027,-575,-8768,-4891227,498,3.00%
2016,SHIMADZU CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.51%,-4.84%,-14826012,-14481792,-3298,-193233,-44890,-602,-1143,-101091,36,1.00%
2016,SPECTRIS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.78%,-6.42%,-12993200,-12605133,-3535,-165021,-38513,-588,-37735,-144425,1748,10.00%
2016,HITACHI HIGH-TECHNOLOGIES CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.22%,-2.71%,-11719349,-11333498,-3975,-150597,-35417,-589,-2101,-196055,2883,20.00%
2016,"ITRON,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.55%,-7.59%,-11030265,-10432218,-2225,-131212,-29761,-403,-5898,-427936,-612,13.00%
2016,SARTORIUS AG,Germany,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.78%,-4.34%,-10644108,-10181611,-2332,-134529,-31442,-422,-880,-292865,-27,1.00%
2016,RECIPHARM AB (PUBL),Sweden,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.01%,-31.49%,-10344347,-9094738,-3314,-115441,-26874,-511,-8677,-1098392,3600,19.00%
2016,SANTEN PHARMACEUTICAL COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.61%,-3.38%,-10191133,-9693170,-2315,-129963,-29910,-410,-652,-334943,230,0.00%
2016,CONVATEC GROUP PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.78%,-7.27%,-9737389,-8185078,-2364,-106879,-24925,-389,-28485,-1390591,1320,1.00%
2016,RESMED INC.,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.45%,-1.89%,-8237486,-7916173,-1602,-98526,-22169,-297,-5386,-192687,-646,17.00%
2016,SYSMEX CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.32%,-1.44%,-7034053,-6590007,-2046,-88271,-20461,-320,-846,-333262,1160,14.00%
2016,ONO PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.50%,-2.66%,-6832536,-6552473,-1599,-87871,-20401,-285,-535,-169724,351,1.00%
2016,HYPERA SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.67%,-2.12%,-6766837,-6179781,-1357,-86169,-18542,-252,-55,-480780,99,5.00%
2016,SCINOPHARM TAIWAN LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-5.36%,-24.87%,-6669609,-6300903,-1596,-83123,-19444,-279,-848,-263879,462,5.00%
2016,RENISHAW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.23%,-6.80%,-6641708,-5921282,-1566,-77900,-18206,-267,-12242,-610812,567,1.00%
2016,HALMA P.L.C.,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.51%,-2.75%,-5083303,-4916115,-1516,-63808,-14854,-243,-22650,-65166,1049,14.00%
2016,CHINA CHEMICAL AND PHARMACEUTICAL COMPANY LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.62%,-52.89%,-4679271,-4404719,-1229,-57610,-13444,-207,-1216,-201507,662,10.00%
2016,VIFOR PHARMA AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.08%,-1.12%,-3378058,-3149711,-812,-37291,-8493,-132,-73399,-108343,123,4.00%
2016,FLEURY SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.48%,-2.97%,-3074520,-2580096,-554,-36851,-7582,-104,-35,-449360,63,7.00%
2016,OXFORD INSTRUMENTS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.64%,-5.23%,-2848294,-2309156,-703,-30006,-6988,-113,-10139,-491660,470,2.00%
2016,STANDARD CHEM. & PHARM. CO LTD,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.39%,-21.03%,-2716716,-2658399,-749,-34738,-8105,-126,-773,-14247,421,11.00%
2016,DECHRA PHARMACEUTICALS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.69%,-5.21%,-2104501,-1732040,-516,-22553,-5255,-84,-6941,-337433,322,1.00%
2016,STRAUMANN HOLDING AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.23%,-0.94%,-2085337,-1924143,-459,-24631,-5693,-80,-16352,-114007,27,3.00%
2016,INDIVIOR PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.07%,-0.20%,-587652,265519,-248,4772,1202,-19,-17850,-841856,827,14.00%
2016,GENERAL MOTORS COMPANY,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.70%,-29.56%,-2821295204,-2777266115,-595181,-35006240,-7936569,-109002,-2620877,2347145,-108365,12.00%
2016,TOYOTA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.95%,-9.46%,-2314774748,-2247292728,-572159,-30200517,-6693296,-100077,-501996,-29651615,237641,4.00%
2016,"HONDA MOTOR CO.,LTD.",Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.38%,-40.17%,-1733205893,-1674859036,-371994,-22270026,-5024781,-68211,-258060,-30347510,-6275,7.00%
2016,NISSAN MOTOR CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.11%,-17.13%,-1164558395,-1127514058,-248790,-14810778,-3374981,-45571,-215437,-18330808,-17972,5.00%
2016,DAIMLER AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.63%,-9.66%,-1024885212,-987303718,-231012,-13208299,-3023628,-41694,-2123870,-18982000,29010,2.00%
2016,CATERPILLAR INC.,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.60%,-22.85%,-617059605,-566879670,-180821,-7509155,-1625588,-29240,-607049,-40402071,173988,13.00%
2016,PEUGEOT S.A.,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.78%,-13.09%,-446817040,-417623620,-94978,-6000100,-1200125,-17583,-82726,-21834962,37055,6.00%
2016,RENAULT (REGIE NATIONALE DES USINES) SA,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.80%,-12.43%,-430357635,-400493344,-88636,-5500229,-1182347,-16420,-78459,-23008575,10375,3.00%
2016,KIA MOTORS CORPORATION,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.95%,-20.29%,-414906671,-402787285,-91749,-5501868,-1225198,-16824,-164559,-5130763,11575,2.00%
2016,SUZUKI MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.22%,-19.85%,-331818304,-326525532,-81193,-4377650,-982976,-14323,-56215,192973,26612,3.00%
2016,KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO LTD,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.94%,-22.41%,-305761185,-296797520,-63790,-4079567,-893711,-11975,-122740,-3791577,-304,2.00%
2016,MAZDA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.89%,-13.38%,-260186174,-250162371,-56054,-3325001,-733977,-10171,-60208,-5839478,1086,11.00%
2016,SUBARU CORP,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.72%,-3.92%,-199771838,-192835981,-50726,-2600191,-565552,-8771,-57127,-3680534,27043,5.00%
